block,spp,n.ppm,shade.cover,stem.wt,leaves.wt,roots.wt,nod.wt,n.root,c.root,n.stem,c.stem,n.leaf,c.leaf
one,Soybean,0,30,0.9284,1.3467,0.4317,0.1357,1.7192,40.275,1.6314,39.3059,4.7902,42.7273
one,Cotton,210,30,0.3607,0.5192,0.0549,0,1.8801,42.6552,2.5194,35.862,3.5645,36.7617
one,Cotton,0,30,0.5401,0.5263,0.2569,0,0.8071,42.6662,0.7795,39.5664,2.5679,35.7243
one,Cotton,0,30,0.9457,0.9738,0.398,0,0.929,42.7728,0.532,40.2428,2.4291,37.3603
one,Soybean,0,30,0.4071,0.789,0.2155,0.0413,1.4569,41.4177,1.1483,39.3506,3.9083,41.6349
one,Cotton,70,30,0.405,0.6335,0.1718,0,1.531,42.6468,2.7893,35.8953,4.0642,33.276
one,Cotton,630,30,0.6702,0.9647,0.293,0,0.7767,41.9722,2.6531,38.003,3.6818,29.5912
one,Cotton,630,30,0.8613,1.5387,0.1817,0,1.4967,42.6489,2.9871,35.4588,4.229,35.2936
one,Cotton,630,30,1.2771,1.8685,0.2896,0,1.4271,40.808,2.1519,38.2577,3.5908,35.6546
one,Cotton,70,30,0.9866,1.109,0.4924,0,0.9838,43.2226,0.8731,39.6508,3.0931,37.8289
one,Cotton,630,30,0.7167,1.3589,0.3114,0,1.3062,41.8121,2.5178,36.2935,4.4737,38.4669
one,Soybean,210,30,1.1284,1.6815,0.5584,0.0116,1.9635,40.1365,1.4693,40.0844,4.7994,42.2117
one,Soybean,0,30,0.4087,0.6051,0.2032,0.0016,1.4842,41.7538,1.0623,40.1985,3.9831,43.0198
one,Cotton,0,30,0.6426,0.6155,0.0631,0,1.8858,41.5194,0.5702,39.3814,2.851,37.2501
one,Soybean,630,30,1.3439,1.9124,0.6629,0.0175,1.5925,44.27,1.8698,40.9008,4.6603,42.5295
one,Soybean,210,30,1.0252,1.648,0.7693,0.0411,1.7199,41.2281,1.8076,40.1465,4.2336,42.3474
one,Soybean,630,30,1.0089,1.3638,0.6416,0.0052,2.0141,38.9558,1.9148,38.6004,5.1538,41.8609
one,Soybean,210,30,0.8131,1.2051,0.37,0.0186,1.9269,41.351,1.4093,39.0333,6.1753,63.3794
one,Cotton,210,30,0.7344,1.3532,0.2816,0,1.6169,42.246,2.3401,38.4048,4.5431,38.8699
one,Cotton,70,30,1,1.1793,0.2676,0,0.9235,42.1159,0.8691,37.8906,2.5249,35.5187
one,Soybean,70,30,0.9242,1.1914,0.2925,0.1017,1.5589,41.3532,1.0674,38.6961,4.0855,41.7039
one,Soybean,210,30,1.1924,1.7212,0.57,0.0072,2.2932,46.61,1.941,40.0909,4.5955,42.5973
one,Cotton,210,30,0.686,0.8229,0.2728,0,1.5705,42.6179,2.5355,36.213,3.6746,33.2548
one,Soybean,70,30,0.8083,1.1249,0.2421,0.1168,1.551,46.97,1.714,40.265,4.9201,42.8961
one,Soybean,630,30,0.5404,0.8677,0.2058,0.0039,1.8564,40.6632,2.7373,39.3724,5.1052,41.9536
one,Soybean,630,30,0.7476,1.1369,0.4037,0.0077,2.1539,41.6022,2.5598,38.6754,4.6475,42.4438
one,Cotton,210,30,0.4766,0.9248,0.1283,0,1.7791,40.3124,2.0906,37.2776,4.828,38.2641
one,Soybean,70,30,0.4045,0.6014,0.1592,0.024,1.505,41.5778,1.6166,38.9382,3.8839,42.1322
one,Soybean,0,30,0.2246,0.3681,0.1533,0.053,1.704,45.89,1.3216,40.6503,4.6212,43.1706
one,Soybean,70,30,0.4225,0.6257,0.1288,0.0349,1.9621,40.8807,1.5758,40.2773,4.1318,43.3241
one,Cotton,70,30,0.9299,0.9578,0.3595,0,1.144,43.4889,0.7098,39.9425,3.3,39.8037
one,Cotton,0,30,0.7685,0.7934,0.3502,0,0.8822,43.2528,0.6193,42.3297,2.4406,39.2632
two,Soybean,0,50,0.5101,0.4394,0.1594,0.0349,1.6387,40.4551,1.0866,41.148,3.1504,41.8513
two,Soybean,70,50,0.6263,0.8039,0.2058,0.0525,1.8437,41.1696,1.4652,39.6424,4.4152,42.8119
two,Cotton,210,50,1.0327,1.7165,0.3212,0,1.1163,43.2386,1.6275,35.2989,3.7482,34.2363
two,Cotton,630,50,0.6508,1.2029,0.1761,0,1.6854,41.1527,2.5193,36.706,3.6661,34.601
two,Soybean,70,50,0.6642,0.6398,0.2652,0.0185,1.9113,41.5806,1.1647,41.3133,4.281,42.2048
two,Soybean,0,50,0.6924,0.923,0.1706,0.0818,1.865,40.0179,1.757,40.1414,5.258,44.1921
two,Soybean,210,50,1.0733,1.053,0.2981,0.0032,2.1384,39.5901,2.4207,46.8922,5.0413,41.6246
two,Cotton,210,50,1.0627,1.6129,0.342,0,1.5851,41.2474,2.2442,37.7407,3.7769,35.1953
two,Cotton,630,50,1.3567,1.9812,0.4548,0,1.4209,41.8157,2.643,37.3097,3.9555,34.1574
two,Soybean,70,50,1.2464,1.3242,0.2576,0.1078,1.2864,46.93,1.1343,40.5353,4.6965,42.8712
two,Cotton,70,50,0.8326,1.153,0.1842,0,1.3502,42.8889,1.4983,38.6056,3.615,35.7748
two,Soybean,210,50,1.0234,1.2287,0.2579,0.0019,1.8663,49.39,1.8593,40.6753,4.7479,42.3528
two,Soybean,70,50,1.2673,1.3198,0.3434,0.1132,1.5789,41.8358,1.6248,40.6606,4.2481,42.139
two,Cotton,630,50,0.5395,0.7479,0.1056,0,1.7646,42.8828,2.9964,34.2138,3.8313,34.0246
two,Cotton,630,50,0.3042,0.3953,0.1841,0,1.7018,40.6554,2.8389,37.2443,4.4785,35.8634
two,Cotton,70,50,0.6423,1.1386,0.2327,0,1.0375,44.2339,1.5151,38.4473,3.0643,34.948
two,Soybean,630,50,1.0767,1.011,0.2049,0.0129,2.3224,41.4383,2.1749,39.9248,5.7322,44.0524
two,Soybean,210,50,0.8233,0.9547,0.2356,0.014,1.9731,42.2439,1.9306,39.7077,5.3336,41.9941
two,Cotton,210,50,NA,NA,NA,NA,NA,NA,3.0228,43.3037,3.9605,35.6174
two,Soybean,0,50,0.9912,0.9086,0.4379,0.0886,1.5602,39.9097,1.8615,47.9455,4.0808,41.3496
two,Cotton,0,50,0.5087,0.6132,0.164,0,0.9653,43.4102,0.6912,48.0964,2.5685,36.9992
two,Cotton,70,50,0.6336,0.8151,0.1248,0,1.1055,41.6819,1.4036,36.3282,3.0932,36.9623
two,Cotton,0,50,0.5376,0.6764,0.2152,0,0.906,44.2487,0.8058,47.1146,2.4279,34.3497
two,Soybean,630,50,1.3553,1.5752,0.402,0.0068,2.08,41.0129,2.6109,39.2437,4.8174,39.309
two,Cotton,70,50,NA,NA,NA,NA,NA,NA,3.1645,34.2425,3.6037,32.545
two,Soybean,210,50,1.4148,1.4547,0.2899,0.0113,2.2774,41.1788,1.5698,39.3881,4.4964,43.1235
two,Cotton,0,50,0.5225,0.566,0.2337,0,0.8398,42.7949,0.6169,40.6534,2.2105,35.8185
two,Cotton,210,50,0.4765,0.7233,0.127,0,1.2989,41.7918,2.9336,34.1804,4.0767,34.3691
two,Cotton,0,50,0.7458,1.0114,0.1662,0,1.0078,43.2025,1.2138,38.4619,3.0294,35.5285
two,Soybean,0,50,0.4877,0.6014,0.0986,0.0774,1.8086,46.22,1.3455,40.6336,4.3778,42.7224
two,Soybean,630,50,1.3013,1.532,0.2869,0.0022,1.9585,40.4992,2.2363,40.4996,3.8953,40.9121
two,Soybean,630,50,1.2983,1.5703,0.2973,0.0085,2.4247,44.67,2.1976,40.3941,4.6585,42.2315
two,Cotton,70,80,0.3926,0.6642,0.0709,0,1.5664,41.7038,2.0998,37.5059,3.5186,34.2308
two,Soybean,630,80,0.6988,0.664,0.205,0.0024,2.4574,45.58,1.7521,38.9533,5.6747,43.1734
two,Cotton,630,80,0.3242,0.3972,0.1709,0,1.3135,42.5408,2.9051,35.2829,4.4136,34.0712
two,Cotton,210,80,0.4851,0.8428,0.1507,0,1.2527,42.7991,2.7251,35.5219,3.2188,34.022
two,Cotton,70,80,0.2045,0.311,0.0522,0,1.5289,40.5254,2.2567,36.8828,3.7577,32.4429
two,Soybean,70,80,0.4327,0.4213,0.0897,0.0144,2.1219,41.5056,1.6433,40.4299,4.3337,41.6455
two,Soybean,210,80,0.4396,0.4758,0.1764,0.0066,2.1047,41.5438,2.2512,39.03,4.6163,42.7691
two,Soybean,0,80,0.251,0.3599,0.1303,0.0326,1.6328,40.2854,1.2721,39.5065,3.6605,41.4058
two,Cotton,0,80,0.3933,0.4395,0.1325,0,1.0777,43.6106,1.0961,39.7853,3.5112,37.8044
two,Soybean,210,80,0.3942,0.3775,0.1096,0.0019,2.459,48.54,1.7047,37.6779,4.9495,39.8218
two,Soybean,630,80,0.8002,0.8225,0.2021,0.0117,2.5332,44.77,2.2079,39.1513,5.1501,40.8371
two,Cotton,210,80,0.2914,0.4403,0.0617,0,1.4533,41.6906,2.5012,36.1241,4.336,34.4989
two,Cotton,0,80,0.2465,0.2841,0.1374,0,1.3066,43.91,2.1477,39.1977,3.7862,34.7268
two,Cotton,210,80,0.3457,0.6115,0.2337,0,1.4581,43.7944,2.1758,39.4105,3.7833,33.1053
two,Cotton,70,80,0.3526,0.516,0.1527,0,1.498,44.4109,1.8554,37.7472,4.0346,35.0167
two,Cotton,0,80,0.4338,0.486,0.1298,0,1.1926,43.1423,0.9211,40.2654,3.1055,35.0009
two,Soybean,630,80,0.3934,0.3629,0.0692,0.0023,2.2977,42.2362,2.1465,37.8652,5.0371,42.443
two,Cotton,0,80,0.1777,0.2584,0.066,0,1.8564,39.0188,2.3854,35.232,3.509,36.1534
two,Soybean,630,80,0.429,0.4535,0.1315,0.0007,2.626,41.7809,2.2619,38.6449,5.1384,42.8889
two,Soybean,0,80,0.5425,0.4576,0.1499,0.0456,2.0592,47.42,1.3244,39.7028,4.9925,43.8921
two,Cotton,630,80,0.3005,0.4455,0.0098,0,2.1418,43.1677,2.7386,35.576,4.4282,33.4455
two,Cotton,630,80,0.4983,0.5403,0.1173,0,1.4612,43.2109,1.3644,36.7309,3.4299,35.9423
two,Soybean,70,80,0.3535,0.3465,0.103,0.0147,1.9494,52.87,1.341,39.6016,5.2687,43.5121
two,Soybean,0,80,0.4691,0.4209,0.0608,0.0094,1.5361,45.4,1.5877,41.1638,4.9671,43.5192
two,Cotton,630,80,0.2557,0.3479,0.5703,0,0.803,41.988,3.0417,35.7834,4.4351,34.9567
two,Soybean,210,80,0.632,0.7009,0.1342,0.0045,2.9872,42.39,2.3695,39.6716,5.2118,41.8368
two,Soybean,70,80,0.3596,0.3666,0.0952,0.0178,1.9957,42.437,1.3378,39.5272,4.1255,42.4609
two,Cotton,210,80,0.2058,0.3213,0.2259,0,1.4513,42.5633,2.2267,37.1318,4.3403,34.6452
two,Cotton,70,80,0.1742,0.2253,0.0507,0,1.6031,42.4194,2.6868,35.4533,3.3999,33.9867
two,Soybean,70,80,0.6986,0.7917,0.2075,0.0332,1.855,45.98,1.4031,40.8662,4.6836,42.2572
two,Soybean,210,80,0.1645,0.1968,0.039,0.0031,2.3487,41.0077,2.4829,37.7728,4.8923,42.1103
two,Soybean,0,80,0.5678,0.6054,0.1361,0.0407,1.7194,43.8702,1.3722,40.9924,4.0912,41.9081
two,Cotton,0,0,0.6499,0.5802,0.2406,0,1.2075,41.1934,0.6596,38.3269,2.067,38.4029
two,Soybean,70,0,0.5958,0.8103,0.4732,0.0569,1.7521,42.8925,1.6812,40.041,4.0244,42.4835
two,Cotton,630,0,0.779,1.1074,0.5216,0,1.2787,42.9848,1.6117,38.9959,4.3074,39.5075
two,Cotton,0,0,0.2328,0.3217,0.2788,0,0.8777,41.7998,0.5753,40.2156,1.4366,36.6802
two,Cotton,70,0,1.2877,0.8914,0.715,0,0.7595,42.5591,1.2143,39.9379,2.7481,38.4169
two,Soybean,70,0,1.2902,1.4092,0.7872,0.1193,1.8337,39.5466,1.4418,48.5233,3.9115,41.7083
two,Cotton,630,0,1.5741,2.1265,0.5476,0,1.441,42.0911,1.9525,39.068,4.0289,36.7687
two,Soybean,0,0,1.1274,1.7394,0.5425,0.1667,1.4957,41.445,1.4631,39.3353,4.0904,43.7519
two,Cotton,210,0,1.2178,1.4944,0.7541,0,1.1308,44.0642,1.2547,38.8209,3.8281,38.059
two,Soybean,630,0,0.8085,1.0047,0.5278,0.0195,1.2838,41.0485,1.689,41.0363,4.3704,40.5068
two,Cotton,630,0,1.0968,1.3628,0.5354,0,1.6293,43.9946,1.5914,40.3279,3.9108,38.2734
two,Cotton,210,0,0.8392,0.9868,0.3177,0,1.3671,41.0286,0.8667,40.7635,2.7654,36.9199
two,Soybean,210,0,1.368,1.7234,1.0361,0.0332,1.743,39.4505,1.6493,47.8696,3.8569,41.9216
two,Soybean,210,0,1.4852,2.239,0.8636,0.0554,1.8489,41.9145,1.705,39.8131,4.2349,42.4582
two,Cotton,70,0,1.1921,1.3497,0.494,0,1.3062,42.5107,0.9179,40.2362,2.3262,36.8363
two,Cotton,70,0,0.7829,0.9638,0.2609,0,0.8819,42.7916,1.0082,38.8253,2.7077,36.702
two,Cotton,0,0,0.8549,0.578,0.5346,0,0.7857,43.088,0.5187,40.9709,2.0996,38.7389
two,Soybean,0,0,0.4285,0.548,0.3093,0.0608,0.8627,45.2818,0.9183,40.9866,2.6751,41.3007
two,Soybean,0,0,0.3101,0.5112,0.2278,0.085,1.8026,42.3146,1.7523,39.958,4.6476,44.2897
two,Cotton,70,0,0.6303,0.6627,0.3938,0,0.7813,42.5125,0.6227,40.3586,3.057,39.2594
two,Soybean,0,0,NA,1.2266,0.6884,0.0708,1.5613,41.4182,NA,NA,3.7509,42.3639
two,Soybean,210,0,0.8873,0.9281,0.5722,0.0391,1.0032,42.0255,1.543,41.4428,3.5839,40.3188
two,Cotton,630,0,0.9432,1.38,0.3132,0,1.4672,42.1368,2.4686,37.0585,3.4633,35.2718
two,Cotton,0,0,0.5747,0.698,0.2732,0,0.89,42.8048,0.6889,41.5388,2.4456,41.0085
two,Cotton,210,0,0.9475,1.267,0.4812,0,1.3565,42.6392,1.6465,38.6523,3.792,37.6192
two,Cotton,210,0,0.2545,0.4936,0.0895,0,1.3896,44.94,2.6175,36.2471,4.0513,34.5223
two,Soybean,630,0,1.5812,2.0202,1.0127,0.0155,2.1046,39.7482,2.2073,40.5722,4.4841,40.9829
two,Soybean,70,0,0.4109,0.5003,0.2952,0.0568,1.3413,42.4283,1.2034,40.6271,3.8472,41.0963
two,Soybean,210,0,0.4904,0.6535,0.3444,0.0079,2.5561,40.259,1.6983,41.0631,4.8806,43.593
two,Soybean,630,0,0.8658,1.2382,0.8288,0.0181,1.8013,41.3397,1.9336,39.9311,4.2963,41.2797
two,Soybean,630,0,1.55,1.9912,0.9141,0.0479,2.0505,46.37,1.2613,40.6902,3.5292,39.1061
two,Soybean,70,0,0.9514,1.2852,0.7637,0.1101,1.4434,45.35,0.757,40.8705,3.5574,42.9126
two,Cotton,630,30,1.8364,2.369,0.7896,0,1.1889,41.7478,2.1737,37.5146,4.312,36.3118
two,Soybean,210,30,0.8298,1.2073,0.3664,0.0186,2.2266,49.64,1.9766,39.0473,4.7767,42.2633
two,Soybean,210,30,1.6265,2.0651,0.1375,0.039,2.0874,46.02,1.4567,39.9688,4.4077,42.4891
two,Cotton,210,30,0.5206,0.8494,0.2612,0,1.5455,42.5503,2.2697,36.99,4.5315,38.7729
two,Cotton,0,30,0.5528,0.7679,0.356,0,0.9793,42.9497,1.6371,39.2017,2.5819,38.4412
two,Soybean,70,30,0.5823,0.6654,0.3857,0.0604,1.1509,43.9252,1.5722,40.3617,3.9477,42.0599
two,Soybean,630,30,0.7095,0.9503,0.3578,0.0215,1.2729,42.6864,2.2743,38.936,4.9066,41.4955
two,Cotton,630,30,NA,NA,NA,0,NA,NA,NA,NA,4.4728,36.6641
two,Cotton,630,30,0.5875,1.004,0.1723,0,2.3164,41.7458,3.3408,34.6181,3.8027,35.253
two,Soybean,630,30,1.1593,1.4919,0.4493,0.0078,2.7967,46.88,2.0151,38.785,5.4757,43.5479
two,Soybean,210,30,0.4693,0.7878,0.1937,0.0024,1.2546,43.867,2.4544,38.5749,4.8014,41.1845
two,Cotton,0,30,0.528,0.4664,0.234,0,1.1443,41.9291,0.7611,40.3989,2.5074,36.7679
two,Cotton,0,30,0.9919,1.0517,0.5267,0,0.7649,42.3817,0.5758,40.6075,2.1598,38.3825
two,Cotton,0,30,0.625,0.6549,0.1628,0,1.1419,44.1471,0.6963,40.2273,2.4707,37.446
two,Soybean,630,30,0.9787,1.5317,0.4164,0.008,2.1276,41.9729,1.6249,40.731,4.1509,42.8555
two,Cotton,70,30,0.4363,0.6095,0.1215,0,1.2536,42.9072,1.2075,39.8404,3.0394,37.2446
two,Cotton,0,30,0.5528,0.7679,0.356,0,0.9793,42.9497,0.5459,40.9993,2.5819,38.4412
two,Cotton,70,30,1.0718,1.2698,0.4706,0,1.1855,42.0876,1.083,39.7183,3.1202,36.3511
two,Cotton,210,30,1.5707,1.8225,0.0409,0,1.9014,41.888,1.07,40.1735,3.1882,36.1196
two,Soybean,0,30,0.2941,0.4998,0.7279,0.0831,2.0851,48.56,1.0785,39.706,4.6108,43.4706
two,Soybean,70,30,0.6245,1.0128,0.2748,0.0679,1.7686,40.2382,1.3011,40.1672,4.0166,43.3546
two,Cotton,210,30,0.3576,0.5885,0.1379,0,1.5324,43.6585,2.6727,35.6412,3.6697,35.5987
two,Soybean,0,30,0.4941,0.6989,0.1956,0.0878,1.9593,51.18,NA,NA,4.4774,42.6642
two,Soybean,70,30,0.9983,1.2249,0.5822,0.0457,1.3611,48.85,1.105,39.9479,4.6466,43.6121
two,Cotton,70,30,0.3665,0.6312,0.2546,0,1.1041,43.1594,1.5244,38.0523,4.1227,39.8571
two,Soybean,210,30,0.4723,0.6766,0.268,0.0137,2.9264,38.9401,1.969,40.6118,4.7772,43.4092
two,Soybean,70,30,1.0393,1.5533,0.659,0.1435,1.4565,46.7,1.9767,38.6377,4.0926,41.8335
two,Soybean,0,30,0.2702,0.4737,0.0897,0.064,1.5457,41.3992,1.7857,39.0875,4.4009,44.3172
two,Cotton,70,30,1.1796,1.4083,0.6164,0,0.9074,43.6631,0.7547,40.0287,2.7643,37.292
two,Cotton,210,30,0.6153,1.0118,0.3252,0,1.2298,42.7531,2.5094,38.4767,4.0374,36.1095
two,Soybean,630,30,0.7608,1.1088,0.528,0.0023,2.5232,44.43,2.3459,37.2662,4.8897,42.6858
two,Soybean,0,30,0.298,0.4107,0.1984,0.0342,1.0556,43.0378,1.1977,40.035,3.5456,41.7493
two,Cotton,630,30,0.8786,1.4846,0.4724,0,1.7531,40.8684,1.9125,39.6893,3.8554,35.9653
three,Soybean,70,50,0.3281,0.4262,0.1321,0.0374,1.2312,42.825,1.6129,40.0507,4.0119,41.7153
three,Soybean,210,50,0.7109,0.9544,0.3049,0.0117,2.2478,46.5,2.1267,40.1642,4.3832,39.2322
three,Cotton,0,50,0.5011,0.863,0.3668,0,1.0525,43.6672,0.9332,40.0463,3.2559,35.7021
three,Cotton,0,50,0.6462,0.5399,0.289,0,0.982,41.4514,0.5351,39.7375,2.5829,40.2367
three,Soybean,630,50,NA,NA,NA,0,NA,NA,2.632,39.2935,5.3455,42.5555
three,Soybean,70,50,0.7218,0.821,0.3968,0.0473,1.8006,40.9734,0.8992,41.6439,3.802,42.4785
three,Cotton,70,50,0.9499,1.3261,0.5245,0,1.0461,43.0123,1.1041,38.6269,3.3759,38.4164
three,Cotton,0,50,0.5956,0.5915,0.2012,0,0.9857,42.3546,0.7064,39.5756,2.4258,32.7929
three,Soybean,630,50,1.259,1.5426,0.4671,0.0306,1.8063,41.4327,1.9768,39.8278,4.5543,42.2194
three,Soybean,210,50,1.2964,1.5364,0.5927,0.0104,1.9744,47.33,1.8377,39.523,4.9688,41.9612
three,Soybean,630,50,1.2024,1.266,0.4187,0.0104,1.7725,41.5869,2.056,40.7778,4.2766,41.3315
three,Cotton,630,50,1.0934,1.4614,0.3165,0,1.3883,42.7789,2.1967,37.1936,3.8789,37.1651
three,Soybean,0,50,0.7603,0.8832,0.2149,0.1139,1.6665,47.54,1.8423,38.6011,4.8401,42.8433
three,Cotton,210,50,0.4077,0.6557,0.1336,0,1.4398,42.3772,2.4621,37.2744,4.0403,36.6766
three,Soybean,210,50,1.0629,1.17,0.5873,0.0265,1.447,42.4585,2.0376,40.4855,4.7478,42.1142
three,Cotton,630,50,0.5896,0.7902,0.2375,0,1.5109,41.7886,2.487,37.1194,4.2941,36.4026
three,Soybean,0,50,0.2972,0.3302,0.1247,0.038,1.0523,44.3745,1.0456,41.0156,3.498,41.5223
three,Cotton,210,50,0.6927,0.7647,0.16,0,1.4874,44.3975,1.991,38.4404,3.833,35.7051
three,Soybean,70,50,0.6001,0.9589,0.1988,0.068,1.8148,42.3884,1.4148,40.8295,4.0806,43.4185
three,Cotton,630,50,0.7292,0.9991,0.6057,0,1.134,43.3461,1.5677,38.1075,3.8624,35.8106
three,Soybean,630,50,1.0525,0.9639,0.3953,0.013,1.838,40.7176,2.3483,40.1886,4.6823,41.4219
three,Cotton,70,50,0.4727,0.5732,0.1923,0,1.1953,41.9108,0.8784,38.7953,2.6296,36.768
three,Soybean,210,50,1.0327,1.3984,0.3221,0.0117,2.0613,41.291,2.1094,40.1646,4.669,43.392
three,Soybean,0,50,0.4671,0.6257,0.1588,0.0566,2.2633,42.3372,1.4591,39.5447,3.4596,39.5117
three,Cotton,210,50,0.6013,0.7792,0.1252,NA,2.0608,39.5481,3.0631,35.8655,4.1459,35.86
three,Soybean,70,50,0.8718,0.915,0.3829,0.0865,1.5735,49.17,1.3523,40.328,4.0931,41.8567
three,Cotton,630,50,1.17,1.8849,0.2119,0,1.6226,42.6851,3.2497,34.9817,4.3133,34.7228
three,Cotton,0,50,0.6782,0.7023,0.1845,0,1.1622,44.1351,0.6138,40.3694,2.2949,37.6877
three,Cotton,70,50,0.3468,0.4355,0.1673,0,1.2977,43.3911,2.007,38.0737,4.0123,35.2775
three,Cotton,210,50,0.199,0.3161,0.0211,0,2.4153,37.498,2.5394,36.4299,4.8247,40.4353
three,Soybean,630,50,1.259,1.5426,0.4671,0.0306,2.1092,40.9085,1.9768,39.8278,4.5543,42.2194
three,Soybean,0,50,0.7329,0.8514,0.3174,0.1135,1.515,48.8,1.6129,40.3711,4.4432,43.6367
three,Cotton,70,50,0.8668,1.055,0.2716,0,1.4575,42.0645,1.064,39.2076,3.6983,39.1787